"remoteness","state","year","measure","value_type","value","na_value"
"Very Remote","South Australia",2019,"Infant mortality rate","rate",NA,"np"
"Very Remote","South Australia",2019,"Standardised death rate","rate",7.2,NA
"Very Remote","South Australia",2019,"Median age at death","years",72.7,NA
"Very Remote","South Australia",2020,"Estimated Resident Population","persons",14494,NA
"Very Remote","South Australia",2020,"Deaths","no.",104,NA
"Very Remote","South Australia",2020,"Infant mortality rate","rate",NA,"np"
"Very Remote","South Australia",2020,"Standardised death rate","rate",6.7,NA
"Very Remote","South Australia",2020,"Median age at death","years",73.2,NA
"Very Remote","South Australia",2021,"Estimated Resident Population","persons",14393,NA
"Very Remote","South Australia",2021,"Deaths","no.",119,NA
"Very Remote","South Australia",2021,"Infant mortality rate","rate",NA,"np"
"Very Remote","South Australia",2021,"Standardised death rate","rate",7,NA
"Very Remote","South Australia",2021,"Median age at death","years",73.3,NA
"Very Remote","South Australia",2022,"Estimated Resident Population","persons",14337,NA
"Very Remote","South Australia",2022,"Deaths","no.",124,NA
"Very Remote","South Australia",2022,"Infant mortality rate","rate",NA,"np"
"Very Remote","South Australia",2022,"Standardised death rate","rate",7.2,NA
"Very Remote","South Australia",2022,"Median age at death","years",74.4,NA
"Very Remote","South Australia",2023,"Estimated Resident Population","persons",14410,NA
"Very Remote","South Australia",2023,"Deaths","no.",110,NA
"Very Remote","South Australia",2023,"Infant mortality rate","rate",NA,"np"
"Very Remote","South Australia",2023,"Standardised death rate","rate",7.2,NA
"Very Remote","South Australia",2023,"Median age at death","years",74.5,NA
"Very Remote","South Australia",2024,"Estimated Resident Population","persons",14463,NA
"Very Remote","South Australia",2024,"Deaths","no.",153,NA
"Very Remote","South Australia",2024,"Infant mortality rate","rate",NA,"np"
"Very Remote","South Australia",2024,"Standardised death rate","rate",7.7,NA
"Very Remote","South Australia",2024,"Median age at death","years",74.8,NA
"Major Cities","Western Australia",2011,"Estimated Resident Population","persons",1809287,NA
"Major Cities","Western Australia",2011,"Deaths","no.",9832,NA
"Major Cities","Western Australia",2011,"Infant mortality rate","rate",NA,"np"
"Major Cities","Western Australia",2011,"Standardised death rate","rate",NA,"np"
"Major Cities","Western Australia",2011,"Median age at death","years",NA,"np"
"Major Cities","Western Australia",2012,"Estimated Resident Population","persons",1867607,NA
"Major Cities","Western Australia",2012,"Deaths","no.",10260,NA
"Major Cities","Western Australia",2012,"Infant mortality rate","rate",NA,"np"
"Major Cities","Western Australia",2012,"Standardised death rate","rate",NA,"np"
"Major Cities","Western Australia",2012,"Median age at death","years",NA,"np"
"Major Cities","Western Australia",2013,"Estimated Resident Population","persons",1917819,NA
"Major Cities","Western Australia",2013,"Deaths","no.",10405,NA
"Major Cities","Western Australia",2013,"Infant mortality rate","rate",2.4,NA
"Major Cities","Western Australia",2013,"Standardised death rate","rate",5.3,NA
"Major Cities","Western Australia",2013,"Median age at death","years",81.2,NA
"Major Cities","Western Australia",2014,"Estimated Resident Population","persons",1947385,NA
"Major Cities","Western Australia",2014,"Deaths","no.",10540,NA
"Major Cities","Western Australia",2014,"Infant mortality rate","rate",2.3,NA
"Major Cities","Western Australia",2014,"Standardised death rate","rate",5.3,NA
"Major Cities","Western Australia",2014,"Median age at death","years",81.2,NA
"Major Cities","Western Australia",2015,"Estimated Resident Population","persons",1971785,NA
"Major Cities","Western Australia",2015,"Deaths","no.",11068,NA
"Major Cities","Western Australia",2015,"Infant mortality rate","rate",2.3,NA
"Major Cities","Western Australia",2015,"Standardised death rate","rate",5.3,NA
"Major Cities","Western Australia",2015,"Median age at death","years",81.2,NA
"Major Cities","Western Australia",2016,"Estimated Resident Population","persons",1991389,NA
"Major Cities","Western Australia",2016,"Deaths","no.",11268,NA
"Major Cities","Western Australia",2016,"Infant mortality rate","rate",2.4,NA
"Major Cities","Western Australia",2016,"Standardised death rate","rate",5.2,NA
"Major Cities","Western Australia",2016,"Median age at death","years",81.5,NA
"Major Cities","Western Australia",2017,"Estimated Resident Population","persons",2018206,NA
"Major Cities","Western Australia",2017,"Deaths","no.",11131,NA
"Major Cities","Western Australia",2017,"Infant mortality rate","rate",2.4,NA
"Major Cities","Western Australia",2017,"Standardised death rate","rate",5.2,NA
"Major Cities","Western Australia",2017,"Median age at death","years",81.5,NA
"Major Cities","Western Australia",2018,"Estimated Resident Population","persons",2047420,NA
"Major Cities","Western Australia",2018,"Deaths","no.",11187,NA
"Major Cities","Western Australia",2018,"Infant mortality rate","rate",2.5,NA
"Major Cities","Western Australia",2018,"Standardised death rate","rate",5,NA
"Major Cities","Western Australia",2018,"Median age at death","years",81.5,NA
"Major Cities","Western Australia",2019,"Estimated Resident Population","persons",2085159,NA
"Major Cities","Western Australia",2019,"Deaths","no.",11580,NA
"Major Cities","Western Australia",2019,"Infant mortality rate","rate",2.4,NA
"Major Cities","Western Australia",2019,"Standardised death rate","rate",4.9,NA
"Major Cities","Western Australia",2019,"Median age at death","years",81.4,NA
"Major Cities","Western Australia",2020,"Estimated Resident Population","persons",2132067,NA
"Major Cities","Western Australia",2020,"Deaths","no.",11472,NA
"Major Cities","Western Australia",2020,"Infant mortality rate","rate",2.4,NA
"Major Cities","Western Australia",2020,"Standardised death rate","rate",4.7,NA
"Major Cities","Western Australia",2020,"Median age at death","years",81.5,NA
"Major Cities","Western Australia",2021,"Estimated Resident Population","persons",2161813,NA
"Major Cities","Western Australia",2021,"Deaths","no.",12157,NA
"Major Cities","Western Australia",2021,"Infant mortality rate","rate",2.3,NA
"Major Cities","Western Australia",2021,"Standardised death rate","rate",4.7,NA
"Major Cities","Western Australia",2021,"Median age at death","years",81.8,NA
"Major Cities","Western Australia",2022,"Estimated Resident Population","persons",2197476,NA
"Major Cities","Western Australia",2022,"Deaths","no.",13299,NA
"Major Cities","Western Australia",2022,"Infant mortality rate","rate",2.4,NA
"Major Cities","Western Australia",2022,"Standardised death rate","rate",4.7,NA
"Major Cities","Western Australia",2022,"Median age at death","years",81.9,NA
"Major Cities","Western Australia",2023,"Estimated Resident Population","persons",2279779,NA
"Major Cities","Western Australia",2023,"Deaths","no.",13378,NA
"Major Cities","Western Australia",2023,"Infant mortality rate","rate",2.3,NA
"Major Cities","Western Australia",2023,"Standardised death rate","rate",4.8,NA
"Major Cities","Western Australia",2023,"Median age at death","years",82.2,NA
"Major Cities","Western Australia",2024,"Estimated Resident Population","persons",2351188,NA
"Major Cities","Western Australia",2024,"Deaths","no.",13802,NA
"Major Cities","Western Australia",2024,"Infant mortality rate","rate",2.4,NA
"Major Cities","Western Australia",2024,"Standardised death rate","rate",4.8,NA
"Major Cities","Western Australia",2024,"Median age at death","years",82.2,NA
"Inner Regional","Western Australia",2011,"Estimated Resident Population","persons",200613,NA
"Inner Regional","Western Australia",2011,"Deaths","no.",1139,NA
"Inner Regional","Western Australia",2011,"Infant mortality rate","rate",NA,"np"
"Inner Regional","Western Australia",2011,"Standardised death rate","rate",NA,"np"
"Inner Regional","Western Australia",2011,"Median age at death","years",NA,"np"
"Inner Regional","Western Australia",2012,"Estimated Resident Population","persons",207506,NA
"Inner Regional","Western Australia",2012,"Deaths","no.",1215,NA
"Inner Regional","Western Australia",2012,"Infant mortality rate","rate",NA,"np"
"Inner Regional","Western Australia",2012,"Standardised death rate","rate",NA,"np"
"Inner Regional","Western Australia",2012,"Median age at death","years",NA,"np"
"Inner Regional","Western Australia",2013,"Estimated Resident Population","persons",213784,NA
"Inner Regional","Western Australia",2013,"Deaths","no.",1168,NA
"Inner Regional","Western Australia",2013,"Infant mortality rate","rate",2.7,NA
"Inner Regional","Western Australia",2013,"Standardised death rate","rate",5.6,NA
"Inner Regional","Western Australia",2013,"Median age at death","years",79.3,NA
"Inner Regional","Western Australia",2014,"Estimated Resident Population","persons",217425,NA
"Inner Regional","Western Australia",2014,"Deaths","no.",1310,NA
"Inner Regional","Western Australia",2014,"Infant mortality rate","rate",2.1,NA
"Inner Regional","Western Australia",2014,"Standardised death rate","rate",5.6,NA
"Inner Regional","Western Australia",2014,"Median age at death","years",79.5,NA
"Inner Regional","Western Australia",2015,"Estimated Resident Population","persons",219940,NA
"Inner Regional","Western Australia",2015,"Deaths","no.",1351,NA
"Inner Regional","Western Australia",2015,"Infant mortality rate","rate",2.2,NA
"Inner Regional","Western Australia",2015,"Standardised death rate","rate",5.5,NA
"Inner Regional","Western Australia",2015,"Median age at death","years",79.4,NA
"Inner Regional","Western Australia",2016,"Estimated Resident Population","persons",221221,NA
"Inner Regional","Western Australia",2016,"Deaths","no.",1411,NA
"Inner Regional","Western Australia",2016,"Infant mortality rate","rate",2.8,NA
"Inner Regional","Western Australia",2016,"Standardised death rate","rate",5.6,NA
"Inner Regional","Western Australia",2016,"Median age at death","years",79.8,NA
"Inner Regional","Western Australia",2017,"Estimated Resident Population","persons",224372,NA
"Inner Regional","Western Australia",2017,"Deaths","no.",1406,NA
"Inner Regional","Western Australia",2017,"Infant mortality rate","rate",2.9,NA
"Inner Regional","Western Australia",2017,"Standardised death rate","rate",5.5,NA
"Inner Regional","Western Australia",2017,"Median age at death","years",79.6,NA
"Inner Regional","Western Australia",2018,"Estimated Resident Population","persons",227464,NA
"Inner Regional","Western Australia",2018,"Deaths","no.",1405,NA
"Inner Regional","Western Australia",2018,"Infant mortality rate","rate",2.3,NA
"Inner Regional","Western Australia",2018,"Standardised death rate","rate",5.4,NA
"Inner Regional","Western Australia",2018,"Median age at death","years",79.4,NA
"Inner Regional","Western Australia",2019,"Estimated Resident Population","persons",230977,NA
"Inner Regional","Western Australia",2019,"Deaths","no.",1415,NA
"Inner Regional","Western Australia",2019,"Infant mortality rate","rate",1.9,NA
"Inner Regional","Western Australia",2019,"Standardised death rate","rate",5.2,NA
"Inner Regional","Western Australia",2019,"Median age at death","years",79.2,NA
"Inner Regional","Western Australia",2020,"Estimated Resident Population","persons",234924,NA
"Inner Regional","Western Australia",2020,"Deaths","no.",1406,NA
"Inner Regional","Western Australia",2020,"Infant mortality rate","rate",1.8,NA
"Inner Regional","Western Australia",2020,"Standardised death rate","rate",5,NA
"Inner Regional","Western Australia",2020,"Median age at death","years",79.1,NA
"Inner Regional","Western Australia",2021,"Estimated Resident Population","persons",239254,NA
"Inner Regional","Western Australia",2021,"Deaths","no.",1618,NA
"Inner Regional","Western Australia",2021,"Infant mortality rate","rate",2.2,NA
"Inner Regional","Western Australia",2021,"Standardised death rate","rate",4.9,NA
"Inner Regional","Western Australia",2021,"Median age at death","years",79.7,NA
"Inner Regional","Western Australia",2022,"Estimated Resident Population","persons",243296,NA
"Inner Regional","Western Australia",2022,"Deaths","no.",1673,NA
"Inner Regional","Western Australia",2022,"Infant mortality rate","rate",2,NA
"Inner Regional","Western Australia",2022,"Standardised death rate","rate",4.9,NA
"Inner Regional","Western Australia",2022,"Median age at death","years",80.2,NA
"Inner Regional","Western Australia",2023,"Estimated Resident Population","persons",249046,NA
"Inner Regional","Western Australia",2023,"Deaths","no.",1710,NA
"Inner Regional","Western Australia",2023,"Infant mortality rate","rate",2.4,NA
"Inner Regional","Western Australia",2023,"Standardised death rate","rate",5,NA
"Inner Regional","Western Australia",2023,"Median age at death","years",80.5,NA
"Inner Regional","Western Australia",2024,"Estimated Resident Population","persons",255030,NA
"Inner Regional","Western Australia",2024,"Deaths","no.",1769,NA
"Inner Regional","Western Australia",2024,"Infant mortality rate","rate",2.9,NA
"Inner Regional","Western Australia",2024,"Standardised death rate","rate",4.9,NA
"Inner Regional","Western Australia",2024,"Median age at death","years",80.3,NA
"Outer Regional","Western Australia",2011,"Estimated Resident Population","persons",181588,NA
"Outer Regional","Western Australia",2011,"Deaths","no.",1086,NA
"Outer Regional","Western Australia",2011,"Infant mortality rate","rate",NA,"np"
"Outer Regional","Western Australia",2011,"Standardised death rate","rate",NA,"np"
"Outer Regional","Western Australia",2011,"Median age at death","years",NA,"np"
"Outer Regional","Western Australia",2012,"Estimated Resident Population","persons",184985,NA
"Outer Regional","Western Australia",2012,"Deaths","no.",1210,NA
"Outer Regional","Western Australia",2012,"Infant mortality rate","rate",NA,"np"
"Outer Regional","Western Australia",2012,"Standardised death rate","rate",NA,"np"
"Outer Regional","Western Australia",2012,"Median age at death","years",NA,"np"
"Outer Regional","Western Australia",2013,"Estimated Resident Population","persons",187484,NA
"Outer Regional","Western Australia",2013,"Deaths","no.",1195,NA
"Outer Regional","Western Australia",2013,"Infant mortality rate","rate",2.4,NA
"Outer Regional","Western Australia",2013,"Standardised death rate","rate",5.8,NA
"Outer Regional","Western Australia",2013,"Median age at death","years",78.3,NA
"Outer Regional","Western Australia",2014,"Estimated Resident Population","persons",187682,NA
"Outer Regional","Western Australia",2014,"Deaths","no.",1248,NA
"Outer Regional","Western Australia",2014,"Infant mortality rate","rate",2.8,NA
"Outer Regional","Western Australia",2014,"Standardised death rate","rate",5.8,NA
"Outer Regional","Western Australia",2014,"Median age at death","years",78.4,NA
"Outer Regional","Western Australia",2015,"Estimated Resident Population","persons",186955,NA
"Outer Regional","Western Australia",2015,"Deaths","no.",1297,NA
"Outer Regional","Western Australia",2015,"Infant mortality rate","rate",3.1,NA
"Outer Regional","Western Australia",2015,"Standardised death rate","rate",5.8,NA
"Outer Regional","Western Australia",2015,"Median age at death","years",78.8,NA
"Outer Regional","Western Australia",2016,"Estimated Resident Population","persons",185186,NA
"Outer Regional","Western Australia",2016,"Deaths","no.",1464,NA
"Outer Regional","Western Australia",2016,"Infant mortality rate","rate",4.3,NA
"Outer Regional","Western Australia",2016,"Standardised death rate","rate",6.1,NA
"Outer Regional","Western Australia",2016,"Median age at death","years",78.7,NA
"Outer Regional","Western Australia",2017,"Estimated Resident Population","persons",186155,NA
"Outer Regional","Western Australia",2017,"Deaths","no.",1305,NA
"Outer Regional","Western Australia",2017,"Infant mortality rate","rate",4.1,NA
"Outer Regional","Western Australia",2017,"Standardised death rate","rate",6.1,NA
"Outer Regional","Western Australia",2017,"Median age at death","years",78.9,NA
"Outer Regional","Western Australia",2018,"Estimated Resident Population","persons",186634,NA
"Outer Regional","Western Australia",2018,"Deaths","no.",1381,NA
"Outer Regional","Western Australia",2018,"Infant mortality rate","rate",4.2,NA
"Outer Regional","Western Australia",2018,"Standardised death rate","rate",6.1,NA
"Outer Regional","Western Australia",2018,"Median age at death","years",78.6,NA
"Outer Regional","Western Australia",2019,"Estimated Resident Population","persons",187379,NA
"Outer Regional","Western Australia",2019,"Deaths","no.",1397,NA
"Outer Regional","Western Australia",2019,"Infant mortality rate","rate",3.2,NA
"Outer Regional","Western Australia",2019,"Standardised death rate","rate",5.8,NA
"Outer Regional","Western Australia",2019,"Median age at death","years",79,NA
"Outer Regional","Western Australia",2020,"Estimated Resident Population","persons",189079,NA
"Outer Regional","Western Australia",2020,"Deaths","no.",1409,NA
"Outer Regional","Western Australia",2020,"Infant mortality rate","rate",3.7,NA
"Outer Regional","Western Australia",2020,"Standardised death rate","rate",5.7,NA
"Outer Regional","Western Australia",2020,"Median age at death","years",78.9,NA
"Outer Regional","Western Australia",2021,"Estimated Resident Population","persons",190945,NA
"Outer Regional","Western Australia",2021,"Deaths","no.",1387,NA
"Outer Regional","Western Australia",2021,"Infant mortality rate","rate",3.3,NA
"Outer Regional","Western Australia",2021,"Standardised death rate","rate",5.5,NA
"Outer Regional","Western Australia",2021,"Median age at death","years",79.1,NA
"Outer Regional","Western Australia",2022,"Estimated Resident Population","persons",192434,NA
"Outer Regional","Western Australia",2022,"Deaths","no.",1525,NA
"Outer Regional","Western Australia",2022,"Infant mortality rate","rate",3.2,NA
"Outer Regional","Western Australia",2022,"Standardised death rate","rate",5.5,NA
"Outer Regional","Western Australia",2022,"Median age at death","years",79.3,NA
"Outer Regional","Western Australia",2023,"Estimated Resident Population","persons",194306,NA
"Outer Regional","Western Australia",2023,"Deaths","no.",1600,NA
"Outer Regional","Western Australia",2023,"Infant mortality rate","rate",2.3,NA
"Outer Regional","Western Australia",2023,"Standardised death rate","rate",5.5,NA
"Outer Regional","Western Australia",2023,"Median age at death","years",79.4,NA
"Outer Regional","Western Australia",2024,"Estimated Resident Population","persons",196490,NA
"Outer Regional","Western Australia",2024,"Deaths","no.",1641,NA
"Outer Regional","Western Australia",2024,"Infant mortality rate","rate",2.4,NA
"Outer Regional","Western Australia",2024,"Standardised death rate","rate",5.6,NA
"Outer Regional","Western Australia",2024,"Median age at death","years",79.5,NA
"Remote","Western Australia",2011,"Estimated Resident Population","persons",87443,NA
"Remote","Western Australia",2011,"Deaths","no.",368,NA
"Remote","Western Australia",2011,"Infant mortality rate","rate",NA,"np"
"Remote","Western Australia",2011,"Standardised death rate","rate",NA,"np"
"Remote","Western Australia",2011,"Median age at death","years",NA,"np"
"Remote","Western Australia",2012,"Estimated Resident Population","persons",89268,NA
"Remote","Western Australia",2012,"Deaths","no.",387,NA
"Remote","Western Australia",2012,"Infant mortality rate","rate",NA,"np"
"Remote","Western Australia",2012,"Standardised death rate","rate",NA,"np"
"Remote","Western Australia",2012,"Median age at death","years",NA,"np"
"Remote","Western Australia",2013,"Estimated Resident Population","persons",90974,NA
"Remote","Western Australia",2013,"Deaths","no.",367,NA
"Remote","Western Australia",2013,"Infant mortality rate","rate",3.8,NA
"Remote","Western Australia",2013,"Standardised death rate","rate",6,NA
"Remote","Western Australia",2013,"Median age at death","years",71.4,NA
"Remote","Western Australia",2014,"Estimated Resident Population","persons",90292,NA
"Remote","Western Australia",2014,"Deaths","no.",402,NA
"Remote","Western Australia",2014,"Infant mortality rate","rate",4,NA
"Remote","Western Australia",2014,"Standardised death rate","rate",5.8,NA
"Remote","Western Australia",2014,"Median age at death","years",70.7,NA
"Remote","Western Australia",2015,"Estimated Resident Population","persons",89313,NA
"Remote","Western Australia",2015,"Deaths","no.",446,NA
"Remote","Western Australia",2015,"Infant mortality rate","rate",NA,"np"
"Remote","Western Australia",2015,"Standardised death rate","rate",6,NA
"Remote","Western Australia",2015,"Median age at death","years",71,NA
"Remote","Western Australia",2016,"Estimated Resident Population","persons",87895,NA
"Remote","Western Australia",2016,"Deaths","no.",364,NA
"Remote","Western Australia",2016,"Infant mortality rate","rate",2.4,NA
"Remote","Western Australia",2016,"Standardised death rate","rate",6.1,NA
"Remote","Western Australia",2016,"Median age at death","years",71.5,NA
"Remote","Western Australia",2017,"Estimated Resident Population","persons",88119,NA
"Remote","Western Australia",2017,"Deaths","no.",381,NA
"Remote","Western Australia",2017,"Infant mortality rate","rate",3.1,NA
"Remote","Western Australia",2017,"Standardised death rate","rate",6,NA
"Remote","Western Australia",2017,"Median age at death","years",71.6,NA
"Remote","Western Australia",2018,"Estimated Resident Population","persons",88571,NA
"Remote","Western Australia",2018,"Deaths","no.",380,NA
"Remote","Western Australia",2018,"Infant mortality rate","rate",3.9,NA
"Remote","Western Australia",2018,"Standardised death rate","rate",5.6,NA
"Remote","Western Australia",2018,"Median age at death","years",71.7,NA
"Remote","Western Australia",2019,"Estimated Resident Population","persons",89487,NA
"Remote","Western Australia",2019,"Deaths","no.",383,NA
"Remote","Western Australia",2019,"Infant mortality rate","rate",4.6,NA
"Remote","Western Australia",2019,"Standardised death rate","rate",5.5,NA
"Remote","Western Australia",2019,"Median age at death","years",71.5,NA
"Remote","Western Australia",2020,"Estimated Resident Population","persons",90760,NA
"Remote","Western Australia",2020,"Deaths","no.",403,NA
"Remote","Western Australia",2020,"Infant mortality rate","rate",3.5,NA
"Remote","Western Australia",2020,"Standardised death rate","rate",5.4,NA
"Remote","Western Australia",2020,"Median age at death","years",72.6,NA
"Remote","Western Australia",2021,"Estimated Resident Population","persons",91798,NA
"Remote","Western Australia",2021,"Deaths","no.",425,NA
"Remote","Western Australia",2021,"Infant mortality rate","rate",NA,"np"
"Remote","Western Australia",2021,"Standardised death rate","rate",5.5,NA
"Remote","Western Australia",2021,"Median age at death","years",72.6,NA
"Remote","Western Australia",2022,"Estimated Resident Population","persons",92748,NA
"Remote","Western Australia",2022,"Deaths","no.",432,NA
"Remote","Western Australia",2022,"Infant mortality rate","rate",1.9,NA
"Remote","Western Australia",2022,"Standardised death rate","rate",5.4,NA
"Remote","Western Australia",2022,"Median age at death","years",72.4,NA
"Remote","Western Australia",2023,"Estimated Resident Population","persons",93888,NA
"Remote","Western Australia",2023,"Deaths","no.",428,NA
"Remote","Western Australia",2023,"Infant mortality rate","rate",3.9,NA
"Remote","Western Australia",2023,"Standardised death rate","rate",5.4,NA
"Remote","Western Australia",2023,"Median age at death","years",72.7,NA
"Remote","Western Australia",2024,"Estimated Resident Population","persons",94942,NA
"Remote","Western Australia",2024,"Deaths","no.",420,NA
"Remote","Western Australia",2024,"Infant mortality rate","rate",5,NA
"Remote","Western Australia",2024,"Standardised death rate","rate",5.1,NA
"Remote","Western Australia",2024,"Median age at death","years",73.1,NA
"Very Remote","Western Australia",2011,"Estimated Resident Population","persons",74478,NA
"Very Remote","Western Australia",2011,"Deaths","no.",299,NA
"Very Remote","Western Australia",2011,"Infant mortality rate","rate",NA,"np"
"Very Remote","Western Australia",2011,"Standardised death rate","rate",NA,"np"
"Very Remote","Western Australia",2011,"Median age at death","years",NA,"np"
"Very Remote","Western Australia",2012,"Estimated Resident Population","persons",76141,NA
"Very Remote","Western Australia",2012,"Deaths","no.",267,NA
"Very Remote","Western Australia",2012,"Infant mortality rate","rate",NA,"np"
"Very Remote","Western Australia",2012,"Standardised death rate","rate",NA,"np"
"Very Remote","Western Australia",2012,"Median age at death","years",NA,"np"
"Very Remote","Western Australia",2013,"Estimated Resident Population","persons",76883,NA
"Very Remote","Western Australia",2013,"Deaths","no.",279,NA
"Very Remote","Western Australia",2013,"Infant mortality rate","rate",6.1,NA
"Very Remote","Western Australia",2013,"Standardised death rate","rate",6.6,NA
"Very Remote","Western Australia",2013,"Median age at death","years",61.2,NA
"Very Remote","Western Australia",2014,"Estimated Resident Population","persons",74824,NA
"Very Remote","Western Australia",2014,"Deaths","no.",287,NA
"Very Remote","Western Australia",2014,"Infant mortality rate","rate",6,NA
"Very Remote","Western Australia",2014,"Standardised death rate","rate",6,NA
"Very Remote","Western Australia",2014,"Median age at death","years",61.7,NA
"Very Remote","Western Australia",2015,"Estimated Resident Population","persons",72679,NA
"Very Remote","Western Australia",2015,"Deaths","no.",286,NA
"Very Remote","Western Australia",2015,"Infant mortality rate","rate",7.2,NA
"Very Remote","Western Australia",2015,"Standardised death rate","rate",6.1,NA
"Very Remote","Western Australia",2015,"Median age at death","years",61.3,NA
"Very Remote","Western Australia",2016,"Estimated Resident Population","persons",70287,NA
"Very Remote","Western Australia",2016,"Deaths","no.",332,NA
"Very Remote","Western Australia",2016,"Infant mortality rate","rate",6.3,NA
"Very Remote","Western Australia",2016,"Standardised death rate","rate",7.3,NA
"Very Remote","Western Australia",2016,"Median age at death","years",61.1,NA
"Very Remote","Western Australia",2017,"Estimated Resident Population","persons",68868,NA
"Very Remote","Western Australia",2017,"Deaths","no.",271,NA
"Very Remote","Western Australia",2017,"Infant mortality rate","rate",6.6,NA
"Very Remote","Western Australia",2017,"Standardised death rate","rate",7.8,NA
"Very Remote","Western Australia",2017,"Median age at death","years",62.4,NA
"Very Remote","Western Australia",2018,"Estimated Resident Population","persons",67703,NA
"Very Remote","Western Australia",2018,"Deaths","no.",299,NA
"Very Remote","Western Australia",2018,"Infant mortality rate","rate",7.1,NA
"Very Remote","Western Australia",2018,"Standardised death rate","rate",8.2,NA
"Very Remote","Western Australia",2018,"Median age at death","years",62.8,NA
"Very Remote","Western Australia",2019,"Estimated Resident Population","persons",66623,NA
"Very Remote","Western Australia",2019,"Deaths","no.",267,NA
"Very Remote","Western Australia",2019,"Infant mortality rate","rate",NA,"np"
"Very Remote","Western Australia",2019,"Standardised death rate","rate",7.2,NA
"Very Remote","Western Australia",2019,"Median age at death","years",63.8,NA
"Very Remote","Western Australia",2020,"Estimated Resident Population","persons",66082,NA
"Very Remote","Western Australia",2020,"Deaths","no.",303,NA
"Very Remote","Western Australia",2020,"Infant mortality rate","rate",4.1,NA
"Very Remote","Western Australia",2020,"Standardised death rate","rate",7,NA
"Very Remote","Western Australia",2020,"Median age at death","years",61.9,NA
"Very Remote","Western Australia",2021,"Estimated Resident Population","persons",65555,NA
"Very Remote","Western Australia",2021,"Deaths","no.",304,NA
"Very Remote","Western Australia",2021,"Infant mortality rate","rate",NA,"np"
"Very Remote","Western Australia",2021,"Standardised death rate","rate",6.7,NA
"Very Remote","Western Australia",2021,"Median age at death","years",62.1,NA
"Very Remote","Western Australia",2022,"Estimated Resident Population","persons",65840,NA
"Very Remote","Western Australia",2022,"Deaths","no.",370,NA
"Very Remote","Western Australia",2022,"Infant mortality rate","rate",3.7,NA
"Very Remote","Western Australia",2022,"Standardised death rate","rate",7.4,NA
"Very Remote","Western Australia",2022,"Median age at death","years",62.8,NA
"Very Remote","Western Australia",2023,"Estimated Resident Population","persons",66743,NA
"Very Remote","Western Australia",2023,"Deaths","no.",359,NA
"Very Remote","Western Australia",2023,"Infant mortality rate","rate",6.9,NA
"Very Remote","Western Australia",2023,"Standardised death rate","rate",7.6,NA
"Very Remote","Western Australia",2023,"Median age at death","years",64.4,NA
"Very Remote","Western Australia",2024,"Estimated Resident Population","persons",67428,NA
"Very Remote","Western Australia",2024,"Deaths","no.",337,NA
"Very Remote","Western Australia",2024,"Infant mortality rate","rate",9.7,NA
"Very Remote","Western Australia",2024,"Standardised death rate","rate",7.6,NA
"Very Remote","Western Australia",2024,"Median age at death","years",66,NA
"Inner Regional","Tasmania",2011,"Estimated Resident Population","persons",309148,NA
"Inner Regional","Tasmania",2011,"Deaths","no.",2547,NA
"Inner Regional","Tasmania",2011,"Infant mortality rate","rate",NA,"np"
"Inner Regional","Tasmania",2011,"Standardised death rate","rate",NA,"np"
"Inner Regional","Tasmania",2011,"Median age at death","years",NA,"np"
"Inner Regional","Tasmania",2012,"Estimated Resident Population","persons",310289,NA
"Inner Regional","Tasmania",2012,"Deaths","no.",2776,NA
"Inner Regional","Tasmania",2012,"Infant mortality rate","rate",NA,"np"
"Inner Regional","Tasmania",2012,"Standardised death rate","rate",NA,"np"
"Inner Regional","Tasmania",2012,"Median age at death","years",NA,"np"
"Inner Regional","Tasmania",2013,"Estimated Resident Population","persons",311772,NA
"Inner Regional","Tasmania",2013,"Deaths","no.",2630,NA
"Inner Regional","Tasmania",2013,"Infant mortality rate","rate",4.1,NA
"Inner Regional","Tasmania",2013,"Standardised death rate","rate",6.6,NA
"Inner Regional","Tasmania",2013,"Median age at death","years",81.9,NA
"Inner Regional","Tasmania",2014,"Estimated Resident Population","persons",313784,NA
"Inner Regional","Tasmania",2014,"Deaths","no.",2730,NA
"Inner Regional","Tasmania",2014,"Infant mortality rate","rate",4.6,NA
"Inner Regional","Tasmania",2014,"Standardised death rate","rate",6.6,NA
"Inner Regional","Tasmania",2014,"Median age at death","years",81.8,NA
"Inner Regional","Tasmania",2015,"Estimated Resident Population","persons",315978,NA
"Inner Regional","Tasmania",2015,"Deaths","no.",2758,NA
"Inner Regional","Tasmania",2015,"Infant mortality rate","rate",4.6,NA
"Inner Regional","Tasmania",2015,"Standardised death rate","rate",6.4,NA
"Inner Regional","Tasmania",2015,"Median age at death","years",81.9,NA
"Inner Regional","Tasmania",2016,"Estimated Resident Population","persons",318600,NA
"Inner Regional","Tasmania",2016,"Deaths","no.",2735,NA
"Inner Regional","Tasmania",2016,"Infant mortality rate","rate",5.2,NA
"Inner Regional","Tasmania",2016,"Standardised death rate","rate",6.4,NA
"Inner Regional","Tasmania",2016,"Median age at death","years",81.8,NA
"Inner Regional","Tasmania",2017,"Estimated Resident Population","persons",325589,NA
"Inner Regional","Tasmania",2017,"Deaths","no.",2893,NA
"Inner Regional","Tasmania",2017,"Infant mortality rate","rate",4.7,NA
"Inner Regional","Tasmania",2017,"Standardised death rate","rate",6.3,NA
