"remoteness","state","year","measure","value_type","value","na_value"
"Inner Regional","Tasmania",2017,"Median age at death","years",81.9,NA
"Inner Regional","Tasmania",2018,"Estimated Resident Population","persons",333058,NA
"Inner Regional","Tasmania",2018,"Deaths","no.",2606,NA
"Inner Regional","Tasmania",2018,"Infant mortality rate","rate",4.7,NA
"Inner Regional","Tasmania",2018,"Standardised death rate","rate",6.1,NA
"Inner Regional","Tasmania",2018,"Median age at death","years",81.8,NA
"Inner Regional","Tasmania",2019,"Estimated Resident Population","persons",340289,NA
"Inner Regional","Tasmania",2019,"Deaths","no.",2837,NA
"Inner Regional","Tasmania",2019,"Infant mortality rate","rate",3.9,NA
"Inner Regional","Tasmania",2019,"Standardised death rate","rate",6,NA
"Inner Regional","Tasmania",2019,"Median age at death","years",81.9,NA
"Inner Regional","Tasmania",2020,"Estimated Resident Population","persons",346293,NA
"Inner Regional","Tasmania",2020,"Deaths","no.",2641,NA
"Inner Regional","Tasmania",2020,"Infant mortality rate","rate",3.9,NA
"Inner Regional","Tasmania",2020,"Standardised death rate","rate",5.7,NA
"Inner Regional","Tasmania",2020,"Median age at death","years",81.8,NA
"Inner Regional","Tasmania",2021,"Estimated Resident Population","persons",351572,NA
"Inner Regional","Tasmania",2021,"Deaths","no.",2835,NA
"Inner Regional","Tasmania",2021,"Infant mortality rate","rate",4.3,NA
"Inner Regional","Tasmania",2021,"Standardised death rate","rate",5.7,NA
"Inner Regional","Tasmania",2021,"Median age at death","years",82,NA
"Inner Regional","Tasmania",2022,"Estimated Resident Population","persons",353575,NA
"Inner Regional","Tasmania",2022,"Deaths","no.",3127,NA
"Inner Regional","Tasmania",2022,"Infant mortality rate","rate",4.5,NA
"Inner Regional","Tasmania",2022,"Standardised death rate","rate",5.7,NA
"Inner Regional","Tasmania",2022,"Median age at death","years",82,NA
"Inner Regional","Tasmania",2023,"Estimated Resident Population","persons",355198,NA
"Inner Regional","Tasmania",2023,"Deaths","no.",3045,NA
"Inner Regional","Tasmania",2023,"Infant mortality rate","rate",3.9,NA
"Inner Regional","Tasmania",2023,"Standardised death rate","rate",5.8,NA
"Inner Regional","Tasmania",2023,"Median age at death","years",82.2,NA
"Inner Regional","Tasmania",2024,"Estimated Resident Population","persons",355918,NA
"Inner Regional","Tasmania",2024,"Deaths","no.",3151,NA
"Inner Regional","Tasmania",2024,"Infant mortality rate","rate",3.9,NA
"Inner Regional","Tasmania",2024,"Standardised death rate","rate",5.9,NA
"Inner Regional","Tasmania",2024,"Median age at death","years",82.1,NA
"Outer Regional","Tasmania",2011,"Estimated Resident Population","persons",191435,NA
"Outer Regional","Tasmania",2011,"Deaths","no.",1601,NA
"Outer Regional","Tasmania",2011,"Infant mortality rate","rate",NA,"np"
"Outer Regional","Tasmania",2011,"Standardised death rate","rate",NA,"np"
"Outer Regional","Tasmania",2011,"Median age at death","years",NA,"np"
"Outer Regional","Tasmania",2012,"Estimated Resident Population","persons",190655,NA
"Outer Regional","Tasmania",2012,"Deaths","no.",1562,NA
"Outer Regional","Tasmania",2012,"Infant mortality rate","rate",NA,"np"
"Outer Regional","Tasmania",2012,"Standardised death rate","rate",NA,"np"
"Outer Regional","Tasmania",2012,"Median age at death","years",NA,"np"
"Outer Regional","Tasmania",2013,"Estimated Resident Population","persons",189885,NA
"Outer Regional","Tasmania",2013,"Deaths","no.",1703,NA
"Outer Regional","Tasmania",2013,"Infant mortality rate","rate",3.5,NA
"Outer Regional","Tasmania",2013,"Standardised death rate","rate",6.5,NA
"Outer Regional","Tasmania",2013,"Median age at death","years",79.4,NA
"Outer Regional","Tasmania",2014,"Estimated Resident Population","persons",189421,NA
"Outer Regional","Tasmania",2014,"Deaths","no.",1651,NA
"Outer Regional","Tasmania",2014,"Infant mortality rate","rate",3.4,NA
"Outer Regional","Tasmania",2014,"Standardised death rate","rate",6.5,NA
"Outer Regional","Tasmania",2014,"Median age at death","years",79.3,NA
"Outer Regional","Tasmania",2015,"Estimated Resident Population","persons",188792,NA
"Outer Regional","Tasmania",2015,"Deaths","no.",1793,NA
"Outer Regional","Tasmania",2015,"Infant mortality rate","rate",3.5,NA
"Outer Regional","Tasmania",2015,"Standardised death rate","rate",6.7,NA
"Outer Regional","Tasmania",2015,"Median age at death","years",79.2,NA
"Outer Regional","Tasmania",2016,"Estimated Resident Population","persons",188598,NA
"Outer Regional","Tasmania",2016,"Deaths","no.",1766,NA
"Outer Regional","Tasmania",2016,"Infant mortality rate","rate",3.3,NA
"Outer Regional","Tasmania",2016,"Standardised death rate","rate",6.6,NA
"Outer Regional","Tasmania",2016,"Median age at death","years",79.1,NA
"Outer Regional","Tasmania",2017,"Estimated Resident Population","persons",190750,NA
"Outer Regional","Tasmania",2017,"Deaths","no.",1780,NA
"Outer Regional","Tasmania",2017,"Infant mortality rate","rate",2.8,NA
"Outer Regional","Tasmania",2017,"Standardised death rate","rate",6.6,NA
"Outer Regional","Tasmania",2017,"Median age at death","years",79.3,NA
"Outer Regional","Tasmania",2018,"Estimated Resident Population","persons",193623,NA
"Outer Regional","Tasmania",2018,"Deaths","no.",1593,NA
"Outer Regional","Tasmania",2018,"Infant mortality rate","rate",2.4,NA
"Outer Regional","Tasmania",2018,"Standardised death rate","rate",6.1,NA
"Outer Regional","Tasmania",2018,"Median age at death","years",79.4,NA
"Outer Regional","Tasmania",2019,"Estimated Resident Population","persons",196755,NA
"Outer Regional","Tasmania",2019,"Deaths","no.",1712,NA
"Outer Regional","Tasmania",2019,"Infant mortality rate","rate",3.2,NA
"Outer Regional","Tasmania",2019,"Standardised death rate","rate",5.9,NA
"Outer Regional","Tasmania",2019,"Median age at death","years",79.4,NA
"Outer Regional","Tasmania",2020,"Estimated Resident Population","persons",200318,NA
"Outer Regional","Tasmania",2020,"Deaths","no.",1706,NA
"Outer Regional","Tasmania",2020,"Infant mortality rate","rate",2.7,NA
"Outer Regional","Tasmania",2020,"Standardised death rate","rate",5.6,NA
"Outer Regional","Tasmania",2020,"Median age at death","years",79.2,NA
"Outer Regional","Tasmania",2021,"Estimated Resident Population","persons",204477,NA
"Outer Regional","Tasmania",2021,"Deaths","no.",1811,NA
"Outer Regional","Tasmania",2021,"Infant mortality rate","rate",2.4,NA
"Outer Regional","Tasmania",2021,"Standardised death rate","rate",5.7,NA
"Outer Regional","Tasmania",2021,"Median age at death","years",79.3,NA
"Outer Regional","Tasmania",2022,"Estimated Resident Population","persons",206240,NA
"Outer Regional","Tasmania",2022,"Deaths","no.",1899,NA
"Outer Regional","Tasmania",2022,"Infant mortality rate","rate",1.6,NA
"Outer Regional","Tasmania",2022,"Standardised death rate","rate",5.6,NA
"Outer Regional","Tasmania",2022,"Median age at death","years",79.2,NA
"Outer Regional","Tasmania",2023,"Estimated Resident Population","persons",207280,NA
"Outer Regional","Tasmania",2023,"Deaths","no.",1923,NA
"Outer Regional","Tasmania",2023,"Infant mortality rate","rate",3,NA
"Outer Regional","Tasmania",2023,"Standardised death rate","rate",5.6,NA
"Outer Regional","Tasmania",2023,"Median age at death","years",79.4,NA
"Outer Regional","Tasmania",2024,"Estimated Resident Population","persons",208309,NA
"Outer Regional","Tasmania",2024,"Deaths","no.",2108,NA
"Outer Regional","Tasmania",2024,"Infant mortality rate","rate",3.8,NA
"Outer Regional","Tasmania",2024,"Standardised death rate","rate",5.7,NA
"Outer Regional","Tasmania",2024,"Median age at death","years",79.5,NA
"Remote","Tasmania",2011,"Estimated Resident Population","persons",8454,NA
"Remote","Tasmania",2011,"Deaths","no.",81,NA
"Remote","Tasmania",2011,"Infant mortality rate","rate",NA,"np"
"Remote","Tasmania",2011,"Standardised death rate","rate",NA,"np"
"Remote","Tasmania",2011,"Median age at death","years",NA,"np"
"Remote","Tasmania",2012,"Estimated Resident Population","persons",8329,NA
"Remote","Tasmania",2012,"Deaths","no.",92,NA
"Remote","Tasmania",2012,"Infant mortality rate","rate",NA,"np"
"Remote","Tasmania",2012,"Standardised death rate","rate",NA,"np"
"Remote","Tasmania",2012,"Median age at death","years",NA,"np"
"Remote","Tasmania",2013,"Estimated Resident Population","persons",8110,NA
"Remote","Tasmania",2013,"Deaths","no.",81,NA
"Remote","Tasmania",2013,"Infant mortality rate","rate",NA,"np"
"Remote","Tasmania",2013,"Standardised death rate","rate",8.7,NA
"Remote","Tasmania",2013,"Median age at death","years",74.8,NA
"Remote","Tasmania",2014,"Estimated Resident Population","persons",7934,NA
"Remote","Tasmania",2014,"Deaths","no.",73,NA
"Remote","Tasmania",2014,"Infant mortality rate","rate",NA,"np"
"Remote","Tasmania",2014,"Standardised death rate","rate",8.6,NA
"Remote","Tasmania",2014,"Median age at death","years",75.9,NA
"Remote","Tasmania",2015,"Estimated Resident Population","persons",7848,NA
"Remote","Tasmania",2015,"Deaths","no.",59,NA
"Remote","Tasmania",2015,"Infant mortality rate","rate",NA,"np"
"Remote","Tasmania",2015,"Standardised death rate","rate",7.4,NA
"Remote","Tasmania",2015,"Median age at death","years",75.5,NA
"Remote","Tasmania",2016,"Estimated Resident Population","persons",7783,NA
"Remote","Tasmania",2016,"Deaths","no.",75,NA
"Remote","Tasmania",2016,"Infant mortality rate","rate",NA,"np"
"Remote","Tasmania",2016,"Standardised death rate","rate",6.9,NA
"Remote","Tasmania",2016,"Median age at death","years",76,NA
"Remote","Tasmania",2017,"Estimated Resident Population","persons",7884,NA
"Remote","Tasmania",2017,"Deaths","no.",78,NA
"Remote","Tasmania",2017,"Infant mortality rate","rate",NA,"np"
"Remote","Tasmania",2017,"Standardised death rate","rate",6.8,NA
"Remote","Tasmania",2017,"Median age at death","years",76,NA
"Remote","Tasmania",2018,"Estimated Resident Population","persons",8042,NA
"Remote","Tasmania",2018,"Deaths","no.",70,NA
"Remote","Tasmania",2018,"Infant mortality rate","rate",NA,"np"
"Remote","Tasmania",2018,"Standardised death rate","rate",6.8,NA
"Remote","Tasmania",2018,"Median age at death","years",76.6,NA
"Remote","Tasmania",2019,"Estimated Resident Population","persons",8213,NA
"Remote","Tasmania",2019,"Deaths","no.",85,NA
"Remote","Tasmania",2019,"Infant mortality rate","rate",NA,"np"
"Remote","Tasmania",2019,"Standardised death rate","rate",6.8,NA
"Remote","Tasmania",2019,"Median age at death","years",77.4,NA
"Remote","Tasmania",2020,"Estimated Resident Population","persons",8391,NA
"Remote","Tasmania",2020,"Deaths","no.",70,NA
"Remote","Tasmania",2020,"Infant mortality rate","rate",NA,"np"
"Remote","Tasmania",2020,"Standardised death rate","rate",6.2,NA
"Remote","Tasmania",2020,"Median age at death","years",77.7,NA
"Remote","Tasmania",2021,"Estimated Resident Population","persons",8600,NA
"Remote","Tasmania",2021,"Deaths","no.",99,NA
"Remote","Tasmania",2021,"Infant mortality rate","rate",NA,"np"
"Remote","Tasmania",2021,"Standardised death rate","rate",6.6,NA
"Remote","Tasmania",2021,"Median age at death","years",75.7,NA
"Remote","Tasmania",2022,"Estimated Resident Population","persons",8630,NA
"Remote","Tasmania",2022,"Deaths","no.",88,NA
"Remote","Tasmania",2022,"Infant mortality rate","rate",NA,"np"
"Remote","Tasmania",2022,"Standardised death rate","rate",6.6,NA
"Remote","Tasmania",2022,"Median age at death","years",75.7,NA
"Remote","Tasmania",2023,"Estimated Resident Population","persons",8678,NA
"Remote","Tasmania",2023,"Deaths","no.",75,NA
"Remote","Tasmania",2023,"Infant mortality rate","rate",NA,"np"
"Remote","Tasmania",2023,"Standardised death rate","rate",6.4,NA
"Remote","Tasmania",2023,"Median age at death","years",76.2,NA
"Remote","Tasmania",2024,"Estimated Resident Population","persons",8668,NA
"Remote","Tasmania",2024,"Deaths","no.",79,NA
"Remote","Tasmania",2024,"Infant mortality rate","rate",NA,"np"
"Remote","Tasmania",2024,"Standardised death rate","rate",5.7,NA
"Remote","Tasmania",2024,"Median age at death","years",77.7,NA
"Very Remote","Tasmania",2011,"Estimated Resident Population","persons",2446,NA
"Very Remote","Tasmania",2011,"Deaths","no.",16,NA
"Very Remote","Tasmania",2011,"Infant mortality rate","rate",NA,"np"
"Very Remote","Tasmania",2011,"Standardised death rate","rate",NA,"np"
"Very Remote","Tasmania",2011,"Median age at death","years",NA,"np"
"Very Remote","Tasmania",2012,"Estimated Resident Population","persons",2451,NA
"Very Remote","Tasmania",2012,"Deaths","no.",29,NA
"Very Remote","Tasmania",2012,"Infant mortality rate","rate",NA,"np"
"Very Remote","Tasmania",2012,"Standardised death rate","rate",NA,"np"
"Very Remote","Tasmania",2012,"Median age at death","years",NA,"np"
"Very Remote","Tasmania",2013,"Estimated Resident Population","persons",2464,NA
"Very Remote","Tasmania",2013,"Deaths","no.",30,NA
"Very Remote","Tasmania",2013,"Infant mortality rate","rate",NA,"np"
"Very Remote","Tasmania",2013,"Standardised death rate","rate",7.4,NA
"Very Remote","Tasmania",2013,"Median age at death","years",81.8,NA
"Very Remote","Tasmania",2014,"Estimated Resident Population","persons",2482,NA
"Very Remote","Tasmania",2014,"Deaths","no.",22,NA
"Very Remote","Tasmania",2014,"Infant mortality rate","rate",NA,"np"
"Very Remote","Tasmania",2014,"Standardised death rate","rate",8,NA
"Very Remote","Tasmania",2014,"Median age at death","years",83,NA
"Very Remote","Tasmania",2015,"Estimated Resident Population","persons",2499,NA
